causality_pair,x_variable,y_variable,best_lag,f_statistic,p_value,significant,lag_1_f_stat,lag_1_p_value,lag_2_f_stat,lag_2_p_value,lag_3_f_stat,lag_3_p_value,lag_4_f_stat,lag_4_p_value,lag_5_f_stat,lag_5_p_value
net_flow → net_flow_lag6,net_flow,net_flow_lag6,5,1326.0272701998663,0.0,True,0.41530070365554045,0.5193413019038917,0.16967908138979265,0.8439438409257426,2.2827656385770823,0.07712451649872575,1.6253584167167716,0.1650127941563467,1326.0272701998663,0.0
whale_volume_ma30 → whale_volume_lag1,whale_volume_ma30,whale_volume_lag1,2,1278.776233853788,0.0,True,1115.799004488784,8.022965396526876e-208,1278.776233853788,0.0,969.684382154062,0.0,769.1552458107062,0.0,628.8355769896688,0.0
whale_volume_ma7 → whale_volume_lag1,whale_volume_ma7,whale_volume_lag1,2,1221.2855941314738,0.0,True,1130.9513389729111,3.299506755766141e-210,1221.2855941314738,0.0,907.5431732436069,0.0,704.9063183084625,0.0,570.7741303870807,0.0
whale_volume_usd → whale_volume_lag6,whale_volume_usd,whale_volume_lag6,5,775.5708236380138,0.0,True,0.6623602918776414,0.4157935026701366,0.27253981604526295,0.7614622746529742,0.1115062610495326,0.9534035412271666,2.515549412666785,0.03961930544144117,775.5708236380138,0.0
btc_price → target_price,btc_price,target_price,1,749.3609894117163,3.1117618800761716e-147,True,749.3609894117163,3.1117618800761716e-147,36.89355119718272,1.493850228269068e-16,1.7099856198133416,0.16277415427967482,0.24182171877459702,0.9146898840046046,3.575548656795229,0.0031634394064643263
whale_volume_ma30 → whale_volume_lag3,whale_volume_ma30,whale_volume_lag3,4,627.9479175520773,0.0,True,2.3421423227029163,0.12602335525614106,9.334186612293431,9.098772411346556e-05,529.4466829134585,3.225913877519436e-275,627.9479175520773,0.0,573.7683084922234,0.0
whale_volume_ma7 → whale_volume_lag3,whale_volume_ma7,whale_volume_lag3,4,597.7571847087722,0.0,True,0.5414963220486128,0.46187168753857,7.365848343488515,0.0006441855411902293,514.8537354676158,5.159350007301864e-269,597.7571847087722,0.0,534.5523686337244,0.0
exchange_outflow → net_flow_lag1,exchange_outflow,net_flow_lag1,2,593.8330830587718,1.828324724265254e-217,True,1114.3086535094249,1.378753751907337e-207,593.8330830587718,1.828324724265254e-217,398.00006560226694,4.818024042097553e-217,299.218511381817,3.4325107983289256e-216,240.42527439394277,8.96666114450869e-216
whale_volume_ma7 → whale_volume_usd,whale_volume_ma7,whale_volume_usd,1,360.1895382970581,7.020781175965843e-76,True,360.1895382970581,7.020781175965843e-76,156.50641080834603,2.5044074407949438e-65,80.06869675552036,8.575481678367769e-50,47.812608373560934,5.2644555016366544e-39,35.2097134666972,4.3150938085025764e-35
whale_volume_ma30 → whale_volume_usd,whale_volume_ma30,whale_volume_usd,1,340.9561781811063,3.8938781833674895e-72,True,340.9561781811063,3.8938781833674895e-72,135.21483489955997,6.512972334385707e-57,67.72718447870734,2.384049655806869e-42,42.77271515142589,6.312813481474502e-35,30.779052882868825,1.2829330569317698e-30
net_flow_lag1 → net_flow,net_flow_lag1,net_flow,1,300.90011565028925,2.887274059315975e-64,True,300.90011565028925,2.887274059315975e-64,87.64882015302757,1.0518958287900951e-37,35.24277902636182,2.2582795286200703e-22,19.54327168602558,6.886758947966346e-16,13.685250823186712,3.1152494618083183e-13
whale_volume_lag1 → whale_volume_usd,whale_volume_lag1,whale_volume_usd,1,299.1032229917416,6.544508337673274e-64,True,299.1032229917416,6.544508337673274e-64,74.48430081938004,2.764526666772463e-32,27.93664850766397,8.26667086621575e-18,7.147750462022744,1.0048542263224967e-05,4.108509390364652,0.0010145580514667257
exchange_inflow → net_flow_lag1,exchange_inflow,net_flow_lag1,4,241.3477213542581,1.7604800867849517e-179,True,860.4745105397697,3.2118956636544116e-166,463.07746498942504,1.225765738806731e-175,312.56424372849216,3.4322125049948e-176,241.3477213542581,1.7604800867849517e-179,192.40054387971475,9.531896186528686e-178
exchange_outflow → net_flow_lag3,exchange_outflow,net_flow_lag3,5,233.8600073024095,1.0480267626352586e-210,True,4.450584541584262,0.03497321012206131,225.0695440880025,1.066049453930334e-91,368.1321963092755,4.688310616556319e-203,288.49271432473773,1.524181158480685e-209,233.8600073024095,1.0480267626352586e-210
exchange_inflow → net_flow_lag3,exchange_inflow,net_flow_lag3,5,196.93751396682327,1.9461382303001135e-181,True,0.1005862319920983,0.7511496767945086,243.5907431108608,1.2201915838368444e-98,289.04052448917713,1.801976891216349e-164,238.85269829844447,7.524033973590718e-178,196.93751396682327,1.9461382303001135e-181
exchange_outflow → whale_volume_lag1,exchange_outflow,whale_volume_lag1,4,149.5129258003277,1.468619589959093e-116,True,429.9479651589194,2.826334844348789e-89,261.24740197893357,3.454389557650361e-105,188.4839184882411,8.17536307939947e-112,149.5129258003277,1.468619589959093e-116,119.94195091615735,9.009225266549289e-116
net_flow_lag3 → net_flow_lag1,net_flow_lag3,net_flow_lag1,2,143.95585758488724,2.2165691049599563e-60,True,0.1528173686117228,0.6958855801950443,143.95585758488724,2.2165691049599563e-60,62.06987756322695,6.553008303212593e-39,37.00520190420947,3.1116016305364164e-30,23.76290818203494,1.6960280298568462e-23
exchange_outflow → net_flow_lag6,exchange_outflow,net_flow_lag6,5,138.8908166950971,1.4707057005790863e-132,True,0.9799967636330097,0.3222806837773504,0.43457941204640177,0.6475783905724937,2.1555025827895804,0.09123252500539743,1.7997217486946466,0.126056362001687,138.8908166950971,1.4707057005790863e-132
exchange_inflow → net_flow_lag6,exchange_inflow,net_flow_lag6,5,134.6852210335363,7.181578158116947e-129,True,3.10674890854082,0.07807184495492336,1.2833891825471877,0.27725119007350885,0.6592339883714822,0.5771160444355925,0.45799109533992766,0.7666198163801929,134.6852210335363,7.181578158116947e-129
exchange_inflow → whale_volume_lag1,exchange_inflow,whale_volume_lag1,5,121.59952408384541,2.943558169817259e-117,True,411.2503184090354,1.0321394659174326e-85,253.11136845385437,3.5265345803253004e-102,159.53599104142276,8.009836416927036e-96,147.07756208492611,8.35006379284947e-115,121.59952408384541,2.943558169817259e-117
whale_volume_lag3 → whale_volume_lag1,whale_volume_lag3,whale_volume_lag1,2,118.55281607375791,2.9996185823058297e-50,True,1.3020664279437586,0.253928607870072,118.55281607375791,2.9996185823058297e-50,37.60600622263614,7.633942389860319e-24,12.269345869710648,6.777271158670235e-10,11.015936508022467,1.5786080679131884e-10
exchange_inflow → whale_volume_lag3,exchange_inflow,whale_volume_lag3,4,115.72460566833671,8.805289360910619e-92,True,2.1397187758644587,0.14363458357847272,83.38703920915653,5.912884907537344e-36,128.29094228951723,4.1482475706971867e-78,115.72460566833671,8.805289360910619e-92,91.6397887186102,7.17790622325309e-90
exchange_outflow → whale_volume_lag3,exchange_outflow,whale_volume_lag3,5,107.41287917900284,1.9755118021121176e-104,True,0.04087338399341643,0.8397964419081734,91.87942709749998,1.9514768314717542e-39,139.18419460557837,2.438242712304848e-84,119.16931580997546,2.3728123923009117e-94,107.41287917900284,1.9755118021121176e-104
whale_activity → whale_volume_lag1,whale_activity,whale_volume_lag1,4,86.8270600654806,7.992630178266549e-70,True,292.9463436117994,1.0842449375627902e-62,160.8210350589382,5.0911818927776105e-67,105.31921540319901,9.020141621045923e-65,86.8270600654806,7.992630178266549e-70,69.47789170319257,7.318043645601736e-69
net_flow_lag3 → net_flow,net_flow_lag3,net_flow,3,86.3413384380631,1.5168506128994908e-53,True,0.2746802172108739,0.6002487020384165,0.35932988387807246,0.6981745491888411,86.3413384380631,1.5168506128994908e-53,50.02297367124117,8.686081593030362e-41,29.38145892884586,3.33376361895919e-29
net_flow_lag6 → net_flow_lag3,net_flow_lag6,net_flow_lag3,3,86.26608731180622,1.682031563919885e-53,True,0.27296284381495745,0.6013903387556067,0.3440197621528354,0.7089433453479301,86.26608731180622,1.682031563919885e-53,49.940349214114924,1.0124289501347227e-40,29.421469092921253,3.0366357517784647e-29
whale_activity → whale_volume_lag3,whale_activity,whale_volume_lag3,4,75.83649859556323,2.7981541141361347e-61,True,0.4020461311085165,0.5260835324726438,39.160668247756014,1.6387546159865056e-17,93.03362992417811,1.5872712292653234e-57,75.83649859556323,2.7981541141361347e-61,60.88852478634994,1.5252607110410474e-60
exchange_outflow → whale_volume_lag6,exchange_outflow,whale_volume_lag6,5,62.739572537869,2.4109236936164254e-62,True,0.5627011812585828,0.45323367853936647,0.5216723973348497,0.5935818292067688,2.232059277738036,0.08247337022273173,2.783658077791612,0.025275722575335245,62.739572537869,2.4109236936164254e-62
whale_volume_ma7 → exchange_inflow,whale_volume_ma7,exchange_inflow,1,59.44273493823025,1.7080137656643863e-14,True,59.44273493823025,1.7080137656643863e-14,28.307554860733795,6.647019794517689e-13,19.882847190093948,9.31928125196439e-13,13.116903838276313,1.3640345260177084e-10,10.15007411047837,1.1788327094832787e-09
exchange_inflow → whale_volume_lag6,exchange_inflow,whale_volume_lag6,5,59.337848297599606,4.963319698921804e-59,True,0.030797473164726596,0.860705014712275,0.0913939634024961,0.9126606693708307,0.801739939344031,0.49277019867262084,3.4053760180880115,0.008707496613283476,59.337848297599606,4.963319698921804e-59
whale_volume_ma30 → exchange_inflow,whale_volume_ma30,exchange_inflow,1,51.26553380286322,1.0138252817900165e-12,True,51.26553380286322,1.0138252817900165e-12,24.5407869464661,2.6898823835978607e-11,18.532663351371045,6.57071138532398e-12,12.842624236634428,2.2922184920608503e-10,10.270741579997724,8.9114045617227e-10
whale_volume_ma7 → exchange_outflow,whale_volume_ma7,exchange_outflow,1,49.34055665799104,2.659731031037027e-12,True,49.34055665799104,2.659731031037027e-12,25.16927220431093,1.4497972963625209e-11,17.875367345114842,1.7005446352565282e-11,11.500465644616842,2.8961149961655817e-09,9.047295697457532,1.509712420770393e-08
whale_volume_ma30 → exchange_outflow,whale_volume_ma30,exchange_outflow,1,49.21328050925841,2.834998551056643e-12,True,49.21328050925841,2.834998551056643e-12,24.310175441710513,3.374859148731579e-11,18.638369388189037,5.6389643147724426e-12,13.736579129665751,4.2188193942153285e-11,10.43910956458018,6.0299405102209e-10
net_flow_lag1 → exchange_inflow,net_flow_lag1,exchange_inflow,1,48.698128209114984,3.670758974599567e-12,True,48.698128209114984,3.670758974599567e-12,16.992990280197734,4.5942143337792165e-08,3.626708193128627,0.01249634493972359,4.145491530152917,0.0023727789286456685,4.369247317415988,0.0005773441529612066
whale_volume_lag3 → whale_volume_usd,whale_volume_lag3,whale_volume_usd,3,44.792551756763885,2.66375373550761e-28,True,0.006058490695380686,0.9379635367773954,1.0064831051882293,0.3656275871871133,44.792551756763885,2.66375373550761e-28,20.986888088854492,4.438131684730808e-17,21.037033295688897,1.0130980668503e-20
whale_volume_lag6 → whale_volume_lag3,whale_volume_lag6,whale_volume_lag3,3,44.76229153990817,2.781054599627594e-28,True,0.008470447084447491,0.926676446943695,0.9874002311779029,0.37266700880837156,44.76229153990817,2.781054599627594e-28,20.812133944145323,6.185215332322672e-17,21.108515627436535,8.566711437594173e-21
net_flow_lag6 → net_flow_lag1,net_flow_lag6,net_flow_lag1,5,37.22579954743165,4.043386378320078e-37,True,0.302953251046417,0.5820785113896338,0.11697206058617027,0.8896141725134598,0.5217413231727748,0.6673347360400304,0.28157220350030354,0.8900523052099417,37.22579954743165,4.043386378320078e-37
net_flow_lag1 → exchange_outflow,net_flow_lag1,exchange_outflow,1,28.37343635460709,1.0754053034443124e-07,True,28.37343635460709,1.0754053034443124e-07,13.82735334323936,1.0539504093690135e-06,10.297581099548557,9.655377134175187e-07,3.710384747265985,0.00511355336052791,2.031888685510829,0.07117263978366975
whale_activity → whale_volume_lag6,whale_activity,whale_volume_lag6,5,28.358488078402413,3.634650547800876e-28,True,0.008057078932074305,0.9284830406573462,0.13010158108399672,0.8780112733738462,1.2993432426268865,0.27290249708581127,2.875309485176951,0.021642328333402988,28.358488078402413,3.634650547800876e-28
whale_volume_lag6 → whale_volume_lag1,whale_volume_lag6,whale_volume_lag1,5,27.71391431930344,1.6382712448956006e-27,True,0.22303447915984506,0.636772346330597,2.835018173111206,0.05887739417403106,6.3652794982035905,0.0002685629979027854,5.8186216015969325,0.00011597942762966681,27.71391431930344,1.6382712448956006e-27
whale_volume_lag1 → exchange_inflow,whale_volume_lag1,exchange_inflow,1,21.273858617522066,4.150543134696638e-06,True,21.273858617522066,4.150543134696638e-06,11.88224923074159,7.248902495668428e-06,4.905358775870426,0.0021096336518115722,1.8949506151587001,0.10854875185733455,2.0974765228676557,0.06286443991178017
net_flow_lag3 → whale_volume_lag1,net_flow_lag3,whale_volume_lag1,2,20.08054926027731,2.1773981578667715e-09,True,26.075623848892498,3.491401209688227e-07,20.08054926027731,2.1773981578667715e-09,12.34262537555909,5.06360506154152e-08,9.585470508319755,1.064847013285652e-07,7.878019519485463,2.2167065620347576e-07
whale_volume_lag1 → net_flow_lag6,whale_volume_lag1,net_flow_lag6,2,17.818038400244326,2.0327076128531603e-08,True,10.267988719425755,0.0013679949063003815,17.818038400244326,2.0327076128531603e-08,12.054724392690703,7.671987955826721e-08,10.151625087011473,3.676433628791813e-08,8.241269837835178,9.642590706985238e-08
exchange_inflow → whale_volume_usd,exchange_inflow,whale_volume_usd,3,14.186192256791182,3.530910351718958e-09,True,1.3777462764705921,0.24058003684041415,9.706552340166242,6.284969488276261e-05,14.186192256791182,3.530910351718958e-09,11.273063235222345,4.4478484244685576e-09,9.65429504937122,3.715651105068185e-09
net_flow_lag3 → exchange_outflow,net_flow_lag3,exchange_outflow,3,13.70135484882918,7.1154571890339555e-09,True,2.3971349712542076,0.12166481487464935,0.7533164493124124,0.47089308244839234,13.70135484882918,7.1154571890339555e-09,6.310305046635309,4.710395769986147e-05,3.880832667317062,0.0016536647796808746
whale_volume_lag1 → exchange_outflow,whale_volume_lag1,exchange_outflow,2,13.419139324771091,1.579368168169387e-06,True,12.85358652621297,0.00034228679911579054,13.419139324771091,1.579368168169387e-06,7.049338680421552,0.00010151407355784061,1.9523606419652033,0.09911616866058401,1.944224020572767,0.08388058683710566
whale_volume_ma7 → whale_activity,whale_volume_ma7,whale_activity,3,12.905284956760033,2.2472513940074324e-08,True,23.300119380426224,1.456346838330387e-06,15.93245445696759,1.3113357734412054e-07,12.905284956760033,2.2472513940074324e-08,9.287739441720282,1.8611427898605032e-07,7.9490414447829485,1.8840916435724635e-07
net_flow_lag1 → whale_volume_usd,net_flow_lag1,whale_volume_usd,3,12.717309591873624,2.9480821742329785e-08,True,18.844717466688778,1.4656786297714215e-05,16.580721374962398,6.906265339512729e-08,12.717309591873624,2.9480821742329785e-08,9.969242100732748,5.1797924835220815e-08,7.804393872190405,2.6233847104412567e-07
exchange_inflow → whale_volume_ma30,exchange_inflow,whale_volume_ma30,2,10.904936975905677,1.9118826572515985e-05,True,1.2187087909532561,0.2697041182107195,10.904936975905677,1.9118826572515985e-05,5.529781657538312,0.0008762751022208081,4.937702115002096,0.0005745057173711112,4.650175015030111,0.00031304055125113285
whale_volume_ma30 → whale_activity,whale_volume_ma30,whale_activity,3,10.712379202655988,5.313699724804922e-07,True,15.575494458403067,8.112258829619751e-05,12.489910496484004,3.967619679101712e-06,10.712379202655988,5.313699724804922e-07,8.206926562081968,1.403944768786144e-06,6.704986366321472,3.2032475082057037e-06
net_flow → exchange_outflow,net_flow,exchange_outflow,2,10.505891362663762,2.8412942120167594e-05,True,9.583216508555669,0.0019820485977823906,10.505891362663762,2.8412942120167594e-05,7.523554062662265,5.161379014312668e-05,5.512592797202621,0.00020266639033627792,5.249250977943712,8.370723633933179e-05
exchange_inflow → exchange_outflow,exchange_inflow,exchange_outflow,2,10.505891362663762,2.8412942120167594e-05,True,9.583216508555669,0.0019820485977823906,10.505891362663762,2.8412942120167594e-05,7.523554062662265,5.161379014312668e-05,5.512592797202621,0.00020266639033627792,5.249250977943712,8.370723633933179e-05
net_flow_lag3 → whale_volume_lag3,net_flow_lag3,whale_volume_lag3,4,9.878631894094454,6.141099524009608e-08,True,0.620773179648089,0.4308233288737038,13.116685814027255,2.1314082616452894e-06,9.911082023346479,1.6837045785548264e-06,9.878631894094454,6.141099524009608e-08,7.774773507114568,2.807246596811207e-07
net_flow_lag1 → whale_volume_lag1,net_flow_lag1,whale_volume_lag1,4,9.870899088546647,6.2309556850952e-08,True,0.6749328865956475,0.41140334532715295,13.131520978760484,2.100296537207594e-06,9.86689888261213,1.7941588963259267e-06,9.870899088546647,6.2309556850952e-08,7.753911553466666,2.9443961026013806e-07
net_flow → whale_volume_usd,net_flow,whale_volume_usd,4,9.839405274041733,6.610677216780519e-08,True,0.6730971109784432,0.412040089451025,13.114951040924266,2.135076346254614e-06,9.846106092779838,1.8486144934856645e-06,9.839405274041733,6.610677216780519e-08,7.739046578416688,3.0461750917038936e-07
net_flow_lag6 → whale_volume_lag6,net_flow_lag6,whale_volume_lag6,4,9.801895293079985,7.093183539408629e-08,True,0.5897779007268784,0.44256639948622767,12.99508037194254,2.4044514192318415e-06,9.832807202137893,1.8843060246937904e-06,9.801895293079985,7.093183539408629e-08,7.694455859074395,3.372996844943867e-07
exchange_outflow → exchange_inflow,exchange_outflow,exchange_inflow,5,9.517026585165993,5.103690351944076e-09,True,19.293325481083816,1.1603951679172593e-05,18.123757945264607,1.502796751938111e-08,13.361623756370136,1.16247620807893e-08,10.005960044323706,4.83443353549439e-08,9.517026585165993,5.103690351944076e-09
net_flow → exchange_inflow,net_flow,exchange_inflow,5,9.51702658516591,5.103690351944891e-09,True,19.293325481083816,1.1603951679172593e-05,18.123757945264607,1.502796751938111e-08,13.36162375637027,1.1624762080787276e-08,10.005960044323809,4.8344335354934105e-08,9.51702658516591,5.103690351944891e-09
fear_greed_index → net_flow_lag3,fear_greed_index,net_flow_lag3,2,9.497385982899475,7.736697940512524e-05,True,3.5341374894066195,0.06021592939173503,9.497385982899475,7.736697940512524e-05,6.552990664235235,0.00020571402111637762,5.639826051506472,0.00016073828923921662,5.051164607201955,0.0001297145183827689
net_flow_lag3 → exchange_inflow,net_flow_lag3,exchange_inflow,4,8.629508682521678,6.379491727827407e-07,True,1.4750927784944903,0.22464096136290426,0.9341853999404379,0.39302195888557045,8.499804801332767,1.2771586457456645e-05,8.629508682521678,6.379491727827407e-07,5.228717260000217,8.760249564669111e-05
whale_volume_usd → net_flow_lag6,whale_volume_usd,net_flow_lag6,5,8.547917119011913,4.767584852294411e-08,True,1.5855766839141703,0.20805873199627556,10.026017452107332,4.575966188270545e-05,12.017276476102422,8.097948981361469e-08,9.631108260004721,9.774436060987819e-08,8.547917119011913,4.767584852294411e-08
exchange_outflow → whale_activity,exchange_outflow,whale_activity,3,8.276178187218477,1.759396784596803e-05,True,14.99904585936923,0.00010989811123479158,10.832712435617943,2.053991249728079e-05,8.276178187218477,1.759396784596803e-05,6.1774327128378035,6.011994199632014e-05,4.973227591204913,0.0001540357736236223
net_flow → whale_volume_ma30,net_flow,whale_volume_ma30,2,8.146151863232706,0.0002964158865007111,True,0.00013208477963820928,0.9908310388834413,8.146151863232706,0.0002964158865007111,5.445049377068683,0.0009875183261393024,4.769631125339367,0.0007776520191334814,4.200744435598179,0.0008315626189059921
net_flow_lag1 → whale_volume_lag3,net_flow_lag1,whale_volume_lag3,4,8.014877597933445,2.0080252715349305e-06,True,1.5066359278235297,0.21975093800331974,1.1109348965516783,0.32938866157936225,0.9860758255572802,0.3982641471046531,8.014877597933445,2.0080252715349305e-06,6.868322789927832,2.212474606976257e-06
net_flow → whale_volume_lag1,net_flow,whale_volume_lag1,5,8.012226672137112,1.6302520967942642e-07,True,0.7166158030236448,0.3973248069753783,1.0250060182516418,0.3589220103403615,9.836099363110476,1.875406955628129e-06,8.814288686342243,4.5160854694109603e-07,8.012226672137112,1.6302520967942642e-07
whale_activity → exchange_inflow,whale_activity,exchange_inflow,5,7.600444723658494,4.1809885783350573e-07,True,2.1893974472363444,0.13907030096106898,1.7186572416571184,0.1794861782759002,3.115929044280604,0.025157852798649814,5.011212294689905,0.0005031086100593964,7.600444723658494,4.1809885783350573e-07
whale_activity → whale_volume_ma30,whale_activity,whale_volume_ma30,1,7.553244209786656,0.0060266141922653855,True,7.553244209786656,0.0060266141922653855,4.121790383968432,0.01630890504210699,1.570291286165655,0.19447797527730853,1.2228732126827733,0.29886758887694204,1.3315879134317754,0.24768614221401172
whale_volume_ma30 → net_flow_lag3,whale_volume_ma30,net_flow_lag3,1,7.371778894316626,0.006664073450376306,True,7.371778894316626,0.006664073450376306,3.3959066916030807,0.033641165852800844,1.6056228886793091,0.1859541619361406,0.9378557059630248,0.4408512236131855,0.7391301108188058,0.5940763785507093
fear_greed_index → net_flow_lag1,fear_greed_index,net_flow_lag1,1,7.366527794598983,0.006683512509153675,True,7.366527794598983,0.006683512509153675,4.027447557254716,0.017917793960665385,2.2019719198617542,0.08581453543651889,1.6049088764403283,0.17023680732753602,1.3211409806120114,0.2519898853503156
whale_volume_ma30 → whale_volume_lag6,whale_volume_ma30,whale_volume_lag6,5,7.093464504715016,1.3270845528465972e-06,True,3.6030984853720804,0.05776937210283314,3.6064370546205375,0.02726812688591499,2.2292719151468545,0.08277755286249579,2.974681009713868,0.018275813879093526,7.093464504715016,1.3270845528465972e-06
whale_volume_lag6 → whale_volume_usd,whale_volume_lag6,whale_volume_usd,2,7.030511351638737,0.000899371149706947,True,4.5217894870320094,0.03354849633610453,7.030511351638737,0.000899371149706947,4.747581590818792,0.0026317455230744835,3.5930558610106487,0.0062794867700475075,3.831367461942415,0.0018378860367099545
net_flow → whale_volume_lag3,net_flow,whale_volume_lag3,5,7.011430872570381,1.5989659907687035e-06,True,2.147560736867744,0.14290302578525527,1.2294956894448372,0.29258977963732474,1.098104893207734,0.34861340316764716,0.9223899290238583,0.4498004281984229,7.011430872570381,1.5989659907687035e-06
net_flow_lag3 → whale_volume_lag6,net_flow_lag3,whale_volume_lag6,5,6.918795584695622,1.9731459342520027e-06,True,2.1586539582699396,0.14187531632195188,1.227138034844277,0.2932798439633676,1.0486396874434887,0.36983785795915936,0.8727589091593527,0.47937725668945874,6.918795584695622,1.9731459342520027e-06
exchange_inflow → fear_greed_index,exchange_inflow,fear_greed_index,2,6.836903672961988,0.0010905069127823655,True,10.491341760472253,0.00121264149439276,6.836903672961988,0.0010905069127823655,5.109309932295855,0.0015842639477343411,3.8597367418394066,0.003932899402856535,3.1621456842891367,0.0075122278588213515
